trial	params_json	primary_metric	wall_seconds	status	error
220	{"family":"anchor_lda4","fold":3,"repeat":5,"rung":8}	0.053996	0.006	ok	
221	{"family":"anchor_lda4","fold":0,"repeat":6,"rung":8}	0.004390	0.006	ok	
222	{"family":"anchor_lda4","fold":1,"repeat":6,"rung":8}	0.077365	0.006	ok	
223	{"family":"anchor_lda4","fold":2,"repeat":6,"rung":8}	0.266911	0.006	ok	
224	{"family":"anchor_lda4","fold":3,"repeat":6,"rung":8}	0.173445	0.006	ok	
225	{"family":"anchor_lda4","fold":0,"repeat":7,"rung":8}	0.052079	0.007	ok	
226	{"family":"anchor_lda4","fold":1,"repeat":7,"rung":8}	0.072844	0.006	ok	
227	{"family":"anchor_lda4","fold":2,"repeat":7,"rung":8}	0.057400	0.006	ok	
228	{"family":"anchor_lda4","fold":3,"repeat":7,"rung":8}	0.108369	0.007	ok	
229	{"family":"anchor_lda4","fold":0,"repeat":8,"rung":8}	0.142149	0.007	ok	
230	{"family":"anchor_lda4","fold":1,"repeat":8,"rung":8}	0.099505	0.007	ok	
231	{"family":"anchor_lda4","fold":2,"repeat":8,"rung":8}	0.082309	0.006	ok	
232	{"family":"anchor_lda4","fold":3,"repeat":8,"rung":8}	0.150051	0.006	ok	
233	{"family":"anchor_lda4","fold":0,"repeat":9,"rung":8}	0.212881	0.006	ok	
234	{"family":"anchor_lda4","fold":1,"repeat":9,"rung":8}	0.427012	0.006	ok	
235	{"family":"anchor_lda4","fold":2,"repeat":9,"rung":8}	0.099988	0.006	ok	
236	{"family":"anchor_lda4","fold":3,"repeat":9,"rung":8}	0.038290	0.007	ok	
237	{"family":"anchor_lda4","fold":0,"repeat":10,"rung":8}	0.099944	0.007	ok	
238	{"family":"anchor_lda4","fold":1,"repeat":10,"rung":8}	0.222762	0.006	ok	
239	{"family":"anchor_lda4","fold":2,"repeat":10,"rung":8}	0.253555	0.006	ok	
240	{"family":"anchor_lda4","fold":3,"repeat":10,"rung":8}	0.124340	0.008	ok	
241	{"family":"lda_petal","fold":0,"repeat":1,"rung":60}	0.094114	0.007	ok	
242	{"family":"lda_petal","fold":1,"repeat":1,"rung":60}	0.033256	0.007	ok	
243	{"family":"lda_petal","fold":2,"repeat":1,"rung":60}	0.036383	0.007	ok	
244	{"family":"lda_petal","fold":3,"repeat":1,"rung":60}	0.027264	0.007	ok	
245	{"family":"lda_petal","fold":0,"repeat":2,"rung":60}	0.081438	0.006	ok	
246	{"family":"lda_petal","fold":1,"repeat":2,"rung":60}	0.020797	0.006	ok	
247	{"family":"lda_petal","fold":2,"repeat":2,"rung":60}	0.091286	0.007	ok	
248	{"family":"lda_petal","fold":3,"repeat":2,"rung":60}	0.008210	0.007	ok	
249	{"family":"lda_petal","fold":0,"repeat":3,"rung":60}	0.007282	0.006	ok	
250	{"family":"lda_petal","fold":1,"repeat":3,"rung":60}	0.087840	0.007	ok	
251	{"family":"lda_petal","fold":2,"repeat":3,"rung":60}	0.019928	0.007	ok	
252	{"family":"lda_petal","fold":3,"repeat":3,"rung":60}	0.092518	0.006	ok	
253	{"family":"lda_petal","fold":0,"repeat":4,"rung":60}	0.078656	0.006	ok	
254	{"family":"lda_petal","fold":1,"repeat":4,"rung":60}	0.005716	0.006	ok	
255	{"family":"lda_petal","fold":2,"repeat":4,"rung":60}	0.018687	0.007	ok	
256	{"family":"lda_petal","fold":3,"repeat":4,"rung":60}	0.090826	0.007	ok	
257	{"family":"lda_petal","fold":0,"repeat":5,"rung":60}	0.004695	0.007	ok	
258	{"family":"lda_petal","fold":1,"repeat":5,"rung":60}	0.031759	0.007	ok	
259	{"family":"lda_petal","fold":2,"repeat":5,"rung":60}	0.065612	0.007	ok	
260	{"family":"lda_petal","fold":3,"repeat":5,"rung":60}	0.091456	0.007	ok	
261	{"family":"lda_petal","fold":0,"repeat":6,"rung":60}	0.020652	0.006	ok	
262	{"family":"lda_petal","fold":1,"repeat":6,"rung":60}	0.048444	0.006	ok	
263	{"family":"lda_petal","fold":2,"repeat":6,"rung":60}	0.010380	0.006	ok	
264	{"family":"lda_petal","fold":3,"repeat":6,"rung":60}	0.097642	0.006	ok	
265	{"family":"lda_petal","fold":0,"repeat":7,"rung":60}	0.041460	0.006	ok	
266	{"family":"lda_petal","fold":1,"repeat":7,"rung":60}	0.083887	0.006	ok	
267	{"family":"lda_petal","fold":2,"repeat":7,"rung":60}	0.053249	0.006	ok	
268	{"family":"lda_petal","fold":3,"repeat":7,"rung":60}	0.010275	0.006	ok	
269	{"family":"lda_petal","fold":0,"repeat":8,"rung":60}	0.008155	0.006	ok	
270	{"family":"lda_petal","fold":1,"repeat":8,"rung":60}	0.068866	0.006	ok	
271	{"family":"lda_petal","fold":2,"repeat":8,"rung":60}	0.046753	0.006	ok	
272	{"family":"lda_petal","fold":3,"repeat":8,"rung":60}	0.052912	0.006	ok	
273	{"family":"lda_petal","fold":0,"repeat":9,"rung":60}	0.028002	0.006	ok	
274	{"family":"lda_petal","fold":1,"repeat":9,"rung":60}	0.037281	0.007	ok	
275	{"family":"lda_petal","fold":2,"repeat":9,"rung":60}	0.099014	0.006	ok	
276	{"family":"lda_petal","fold":3,"repeat":9,"rung":60}	0.022269	0.007	ok	
277	{"family":"lda_petal","fold":0,"repeat":10,"rung":60}	0.011930	0.006	ok	
278	{"family":"lda_petal","fold":1,"repeat":10,"rung":60}	0.031495	0.007	ok	
279	{"family":"lda_petal","fold":2,"repeat":10,"rung":60}	0.014224	0.006	ok	
280	{"family":"lda_petal","fold":3,"repeat":10,"rung":60}	0.155794	0.006	ok	
281	{"family":"lda_petal","fold":0,"repeat":1,"rung":45}	0.090743	0.006	ok	
282	{"family":"lda_petal","fold":1,"repeat":1,"rung":45}	0.038055	0.006	ok	
283	{"family":"lda_petal","fold":2,"repeat":1,"rung":45}	0.036169	0.006	ok	
284	{"family":"lda_petal","fold":3,"repeat":1,"rung":45}	0.027951	0.006	ok	
