dgp	n	model	k_effective	irr	bias2	var	total	check_abs_err	mc_se
G4-xor	8	svm_rbf_platt	100	0.03393636475920647	0.12441014649353116	0.031519295150429234	0.1898658064031669	2.7755575615628914e-17	0.007384629860635396
G4-xor	8	hgbt	100	0.03393636475920647	0.21606363524079353	0.0	0.25	0.0	0.0
G4-xor	12	lda	100	0.03393636475920647	0.206333962731787	0.041816958945803964	0.2820872864367974	0.0	0.003125250151728584
G4-xor	12	slda	100	0.03393636475920647	0.20488576576853904	0.052450843468692776	0.2912729739964383	5.551115123125783e-17	0.0036891451429243863
G4-xor	12	qda	100	0.03393636475920647	0.020382077787192553	0.03250450643190242	0.08682294897830144	1.3877787807814457e-17	0.005167049004429045
G4-xor	12	logit_l2	100	0.03393636475920647	0.21250463142104783	0.024636203954128775	0.2710772001343831	0.0	0.0018418049693588062
G4-xor	12	svm_rbf_platt	100	0.03393636475920647	0.04872531956601682	0.024791348743006293	0.10745303306822958	1.3877787807814457e-17	0.004417991100488484
G4-xor	12	hgbt	100	0.03393636475920647	0.2147022978532579	0.046043586905363615	0.294682249517828	5.551115123125783e-17	0.0031069139037408584
G4-xor	20	lda	100	0.03393636475920647	0.211603804419843	0.024937174567615294	0.27047734374666477	0.0	0.0017720167315759775
G4-xor	20	slda	100	0.03393636475920647	0.20965479213056848	0.031568347443848316	0.2751595043336233	5.551115123125783e-17	0.0020982276203644146
G4-xor	20	qda	100	0.03393636475920647	0.01810823336379975	0.01662547898089612	0.06867007710390233	1.3877787807814457e-17	0.0026139969888861097
G4-xor	20	logit_l2	100	0.03393636475920647	0.21344614184443075	0.018268898189616037	0.2656514047932533	0.0	0.0013013448865591766
G4-xor	20	svm_rbf_platt	100	0.03393636475920647	0.023449606047616516	0.020594701992202563	0.07798067279902555	0.0	0.002714516660946298
G4-xor	20	hgbt	100	0.03393636475920647	0.030726569684746068	0.08207445489637036	0.1467373893403229	0.0	0.005419768877002507
G4-xor	30	lda	100	0.03393636475920647	0.2134607881336262	0.02064883358342197	0.26804598647625466	0.0	0.0016801212103221817
G4-xor	30	slda	100	0.03393636475920647	0.21230060408062773	0.024298369767979264	0.2705353386078134	5.551115123125783e-17	0.001876111239176584
G4-xor	30	qda	100	0.03393636475920647	0.01811201622414798	0.010393536919662077	0.06244191790301652	6.938893903907228e-18	0.0013745175723391101
G4-xor	30	logit_l2	100	0.03393636475920647	0.2144176378950361	0.016268425184970348	0.2646224278392129	0.0	0.001306977702313411
G4-xor	30	svm_rbf_platt	100	0.03393636475920647	0.012445739606895994	0.012205980371211109	0.05858808473731356	1.3877787807814457e-17	0.001021013745039257
G4-xor	30	hgbt	100	0.03393636475920647	0.011640964907051429	0.07000822070583064	0.11558555037208851	2.7755575615628914e-17	0.005000695275799539
G4-xor	60	lda	100	0.03393636475920647	0.21556361541803515	0.008646705107630619	0.2581466852848722	0.0	0.0007325705351593283
G4-xor	60	slda	100	0.03393636475920647	0.21549713465424225	0.009325424727373108	0.25875892414082186	0.0	0.0007876296374779128
G4-xor	60	qda	100	0.03393636475920647	0.017631009686490232	0.004389021895457685	0.055956396341154374	1.3877787807814457e-17	0.0006696581836331622
G4-xor	60	logit_l2	100	0.03393636475920647	0.21563708446143803	0.007778788817818332	0.25735223803846285	0.0	0.0006474339710323811
G4-xor	60	svm_rbf_platt	100	0.03393636475920647	0.005067413572872405	0.0076258493349779174	0.046629627667056785	6.938893903907228e-18	0.0005411362378105127
G4-xor	60	hgbt	100	0.03393636475920647	0.006729911284592932	0.0464880995007288	0.0871543755445282	0.0	0.002588163400010646
G4-xor	120	lda	100	0.03393636475920647	0.2159786435580011	0.004381599809690406	0.254296608126898	5.551115123125783e-17	0.0003957266435793489
G4-xor	120	slda	100	0.03393636475920647	0.21597438475094743	0.004536056218411373	0.25444680572856526	0.0	0.0004093962490818049
G4-xor	120	qda	100	0.03393636475920647	0.017657435944980447	0.002052714718219599	0.05364651542240651	6.938893903907228e-18	0.0004204893200227926
G4-xor	120	logit_l2	100	0.03393636475920647	0.2159841514072823	0.004146357266953024	0.25406687343344175	5.551115123125783e-17	0.00036834973884872094
G4-xor	120	svm_rbf_platt	100	0.03393636475920647	0.002101767952255503	0.005939982363703772	0.041978115075165745	0.0	0.00042170282879759656
G4-xor	120	hgbt	100	0.03393636475920647	0.004498994566641981	0.028456768519126173	0.06689212784497461	1.3877787807814457e-17	0.0012925104319257345
G4-xor	500	lda	100	0.03393636475920647	0.2160715237560409	0.0009217045276115107	0.2509295930428589	0.0	9.330880038855679e-05
G4-xor	500	slda	100	0.03393636475920647	0.2160715054064853	0.0009291915624241149	0.2509370617281158	5.551115123125783e-17	9.401018283508223e-05
G4-xor	500	qda	100	0.03393636475920647	0.017387483928682206	0.00039219300011470283	0.051716041688003374	1.3877787807814457e-17	0.00015361859880672887
G4-xor	500	logit_l2	100	0.03393636475920647	0.21607162886027503	0.0009100345393453921	0.2509180281588269	0.0	9.198513639734132e-05
G4-xor	500	svm_rbf_platt	100	0.03393636475920647	0.000382288547195998	0.001982328342926289	0.036300981649328753	6.938893903907228e-18	0.00012764640945536198
G4-xor	500	hgbt	100	0.03393636475920647	0.004427469041343597	0.012537169640454166	0.05090100344100421	2.0816681711721685e-17	0.0010227608024000396
